protein1,protein2,combined_score
YCL024W,YKR048C,0.611
YCL024W,YDL006W,0.599
YCL024W,YNL166C,0.599
YCL024W,YAL027W,0.636
YCL024W,YCR002C,0.599
YCL024W,YDR507C,0.588
YCL024W,YLR314C,0.599
YCL024W,YLR319C,0.599
YCL024W,YKL101W,0.599
YCL024W,YBR196C,0.617
YCL024W,YJR076C,0.599
YCL024W,YJL187C,0.912
YCL025C,YKR039W,0.56
YCL025C,YDR508C,0.808
YCL027W,YNL279W,0.536
YCL027W,YDR002W,0.56
YCL027W,YCR009C,0.581
YCL027W,YLL021W,0.581
YCL027W,YLR330W,0.585
YCL027W,YMR232W,0.581
YCL027W,YDR164C,0.536
YCL028W,YPL178W,0.583
YCL028W,YML028W,0.536
YCL028W,YDR453C,0.536
YCL029C,YAL034W-A,0.9
YCL029C,YJL013C,0.54
YCL029C,YOR191W,0.93
YCL029C,YGR140W,0.9
YCL029C,YPL018W,0.9
YCL029C,YPL241C,0.536
YCL029C,YGR188C,0.9196
YCL029C,YDR320C-A,0.9
YCL029C,YOR195W,0.9
YCL029C,YPR046W,0.9193
YCL029C,YMR198W,0.536
YCL029C,YOL069W,0.9093
YCL029C,YER106W,0.9
YCL029C,YBR107C,0.9
YCL029C,YMR168C,0.9
YCL029C,YLR045C,0.956
YCL029C,YIL144W,0.9
YCL029C,YLL003W,0.536
YCL029C,YJR089W,0.75136
YCL029C,YOR073W,0.9093
YCL029C,YOR349W,0.536
YCL029C,YER133W,0.9
YCL029C,YPL269W,0.9536
YCL029C,YML124C,0.636
YCL029C,YGR179C,0.9139
YCL029C,YER016W,0.56
YCL029C,YGR113W,0.9296
YCL029C,YGL093W,0.9196
YCL029C,YPR141C,0.536
YCL029C,YGL061C,0.9
YCL029C,YJL030W,0.9198
YCL029C,YGL086W,0.9193
YCL029C,YLR381W,0.9
YCL029C,YDL155W,0.808
YCL029C,YKL052C,0.9
YCL029C,YJR135C,0.9
YCL029C,YDR318W,0.9
YCL029C,YBR233W-A,0.9
YCL029C,YKR083C,0.9093
YCL029C,YKR054C,0.536
YCL029C,YPL155C,0.56
YCL029C,YPL209C,0.9
YCL029C,YER018C,0.9
YCL029C,YOR026W,0.9296
YCL029C,YKL138C-A,0.9
YCL029C,YPL233W,0.9
YCL029C,YCR086W,0.59612
YCL029C,YDR130C,0.9
YCL029C,YJR112W,0.9225
YCL029C,YDR532C,0.9
YCL029C,YFL037W,0.581
YCL029C,YDR254W,0.9
YCL029C,YKR037C,0.9
YCL029C,YDR201W,0.9
YCL029C,YIR010W,0.9
YCL029C,YEL061C,0.9297
YCL029C,YBR211C,0.9101
YCL029C,YMR094W,0.9
YCL029C,YMR117C,0.9498
YCL029C,YER116C,0.9
YCL029C,YPL268W,0.72
YCL029C,YDR016C,0.9
YCL029C,YDL028C,0.9
YCL029C,YML085C,0.536
YCL029C,YGL060W,0.9
YCL030C,YDR145W,0.585
YCL030C,YDR206W,0.56
YCL030C,YDR127W,0.613
YCL030C,YLR180W,0.606
YCL030C,YDL160C,0.598
YCL030C,YER055C,0.9
YCL030C,YFR025C,0.9
YCL030C,YIL020C,0.9
YCL030C,YDR225W,0.585
YCL030C,YBR009C,0.581
YCL030C,YML124C,0.595
YCL030C,YDR224C,0.585
YCL030C,YLR044C,0.603
YCL031C,YOL010W,0.9915
YCL031C,YPL266W,0.9
YCL031C,YBR048W,0.98
YCL031C,YJL010C,0.9287
YCL031C,YBR181C,0.98
YCL031C,YIL069C,0.8
YCL031C,YDL060W,0.9
YCL031C,YJL069C,0.9959
YCL031C,YGL019W,0.9808
YCL031C,YMR290C,0.9
YCL031C,YER074W,0.8
YCL031C,YJR123W,0.98
YCL031C,YPL081W,0.98
YCL031C,YHR065C,0.9
YCL031C,YJR145C,0.98
YCL031C,YGL171W,0.9
YCL031C,YML063W,0.9
YCL031C,YGR118W,0.8
YCL031C,YOR182C,0.8
YCL031C,YLR003C,0.9639
YCL031C,YLR197W,0.98
YCL031C,YOR061W,0.9
YCL031C,YOR096W,0.98
YCL031C,YLR167W,0.8
YCL031C,YPR144C,0.9959
YCL031C,YDR064W,0.98
YCL031C,YDR299W,0.9653
YCL031C,YKL099C,0.98
YCL031C,YDR449C,0.98
YCL031C,YOR078W,0.9804
YCL031C,YBR247C,0.98
YCL031C,YGL123W,0.9
YCL031C,YOR310C,0.98
YCL031C,YIL035C,0.9808
YCL031C,YER102W,0.98
YCL031C,YHR169W,0.9
YCL031C,YFL002C,0.9118
YCL031C,YCR031C,0.98
YCL031C,YDL229W,0.595
YCL031C,YLR175W,0.9595
YCL031C,YLR249W,0.595
YCL031C,YMR229C,0.9927
YCL031C,YPL217C,0.9821
YCL031C,YNL186W,0.633
YCL031C,YNL178W,0.9
YCL031C,YGR214W,0.9
YCL031C,YIL127C,0.8
YCL031C,YLR186W,0.98
YCL031C,YOR369C,0.8
YCL031C,YPL126W,0.9927
YCL031C,YPR080W,0.595
YCL031C,YOR004W,0.956
YCL031C,YLR340W,0.9
YCL031C,YJR002W,0.98
YCL031C,YDR060W,0.72
YCL031C,YOR048C,0.595
YCL031C,YNL075W,0.98
YCL031C,YMR093W,0.98
YCL031C,YKL156W,0.884
YCL031C,YDR012W,0.653
YCL031C,YGR251W,0.9
YCL031C,YDL153C,0.98
YCL031C,YDR398W,0.98
YCL031C,YGR145W,0.9927
YCL031C,YBR031W,0.653
YCL031C,YHR196W,0.9927
YCL031C,YOR167C,0.8
YCL031C,YLR048W,0.54
YCL031C,YMR143W,0.98
YCL031C,YDL014W,0.9927
YCL031C,YML093W,0.98
YCL031C,YNL096C,0.54
YCL031C,YGR090W,0.9959
YCL031C,YJL109C,0.9927
YCL031C,YGR128C,0.9927
YCL031C,YDL213C,0.9
YCL031C,YLR287C-A,0.8
YCL031C,YBL072C,0.98
YCL031C,YDL083C,0.8
YCL031C,YDR450W,0.8
YCL031C,YER127W,0.8
YCL031C,YEL026W,0.98
YCL031C,YDR025W,0.98
YCL031C,YJL004C,0.574
YCL031C,YNL224C,0.9
YCL031C,YOR287C,0.9
YCL031C,YOR206W,0.72
YCL031C,YHR148W,0.98
YCL031C,YDR324C,0.9959
YCL031C,YER082C,0.9927
YCL031C,YDL148C,0.9821
YCL031C,YML026C,0.8
YCL031C,YBR189W,0.9
YCL031C,YPR132W,0.8
YCL031C,YJL190C,0.8
YCL031C,YBL004W,0.9
YCL031C,YOR039W,0.9143
YCL031C,YMR049C,0.9
YCL031C,YIL019W,0.8
YCL031C,YOR272W,0.9
YCL031C,YPR137W,0.9927
YCL031C,YCL059C,0.98
YCL031C,YMR128W,0.9
YCL031C,YKL078W,0.9646
YCL031C,YHR203C,0.98
YCL031C,YPL090C,0.98
YCL031C,YLR222C,0.9927
YCL031C,YGR103W,0.9
YCL031C,YLR409C,0.9927
YCL031C,YDR083W,0.72
YCL031C,YPR112C,0.9595
YCL031C,YKR060W,0.9821
YCL031C,YLL011W,0.98
YCL031C,YGR081C,0.9
YCL031C,YPL012W,0.9
YCL031C,YGL120C,0.9
YCL031C,YCR057C,0.9941
YCL031C,YOR145C,0.98
YCL031C,YLR223C,0.9309000000000001
YCL031C,YLR129W,0.9927
YCL031C,YMR014W,0.9
YCL031C,YNL308C,0.9
YCL031C,YLR051C,0.8
YCL031C,YIL091C,0.9
YCL031C,YNL132W,0.9927
YCL031C,YDR339C,0.9959
YCL031C,YLR441C,0.98
YCL032W,YER118C,0.912
YCL032W,YNR031C,0.581
YCL032W,YLR229C,0.912
YCL032W,YNL090W,0.585
YCL032W,YCR073C,0.581
YCL032W,YNL180C,0.585
YCL032W,YDR103W,0.581
YCL032W,YPR075C,0.889
YCL032W,YCR027C,0.585
YCL032W,YBR185C,0.662
YCL032W,YIL118W,0.585
YCL032W,YLR006C,0.581
YCL032W,YLR362W,0.9616
YCL033C,YAL056W,0.787
YCL033C,YGR209C,0.9
YCL033C,YLR043C,0.9
YCL034W,YBL007C,0.56
YCL034W,YHR016C,0.536
YCL034W,YLL039C,0.56
YCL034W,YKR094C,0.56
YCL034W,YOR094W,0.56
YCL034W,YOR181W,0.56
YCL035C,YGR209C,0.581
YCL035C,YBR014C,0.56
YCL035C,YDR513W,0.581
YCL035C,YDL010W,0.56
YCL035C,YIL033C,0.56
YCL035C,YGL248W,0.56
YCL035C,YLR043C,0.581
YCL036W,YEL055C,0.646
YCL036W,YLR367W,0.652
YCL036W,YMR093W,0.662
YCL037C,YDL013W,0.585
YCL037C,YPL055C,0.59
YCL037C,YJR145C,0.787
YCL037C,YKL139W,0.787
YCL037C,YFR010W,0.574
YCL037C,YLR175W,0.808
YCL037C,YFL039C,0.56
YCL037C,YLR256W,0.56
YCL037C,YDR138W,0.787
YCL037C,YGR162W,0.7
YCL037C,YDL208W,0.565
YCL037C,YDL074C,0.583
YCL037C,YNL079C,0.56
YCL037C,YPR088C,0.607
YCL037C,YER151C,0.651
YCL037C,YGL120C,0.565
YCL037C,YER116C,0.546
YCL037C,YDL140C,0.787
YCL037C,YOR310C,0.655
YCL037C,YDR432W,0.787
YCL037C,YJL033W,0.565
YCL037C,YOL006C,0.597
YCL037C,YNL064C,0.56
YCL037C,YGL162W,0.565
YCL037C,YMR125W,0.565
YCL037C,YPL178W,0.655
YCL037C,YIL138C,0.56
YCL037C,YIL118W,0.56
YCL037C,YAR003W,0.584
YCL037C,YPL169C,0.787
YCL038C,YPL149W,0.694
YCL038C,YLR423C,0.694
YCL039W,YDR255C,0.9808
YCL039W,YGR066C,0.54
YCL039W,YGL227W,0.9808
YCL039W,YIL017C,0.9808
YCL039W,YPL139C,0.659
YCL039W,YBR105C,0.922
YCL039W,YBL049W,0.708
YCL039W,YMR135C,0.9621
YCL039W,YIL097W,0.9808
YCL040W,YIL162W,0.9
YCL040W,YMR105C,0.65
YCL040W,YLR446W,0.6
YCL040W,YDL246C,0.65
YCL040W,YLR354C,0.6
YCL040W,YOR078W,0.657
YCL040W,YNR073C,0.9
YCL040W,YKL060C,0.8
YCL040W,YNL241C,0.8
YCL040W,YMR084W,0.65
YCL040W,YPR074C,0.6
YCL040W,YKL127W,0.65
YCL040W,YFL017C,0.9
YCL040W,YOL136C,0.65
YCL040W,YGR043C,0.6
YCL040W,YMR278W,0.65
YCL040W,YBR196C,0.9
YCL040W,YMR205C,0.65
YCL040W,YER003C,0.9
YCL040W,YJL155C,0.65
YCL040W,YFR053C,0.9232
YCL040W,YDR516C,0.9232
YCL040W,YBR019C,0.9
YCL040W,YFL045C,0.9
YCL040W,YGL253W,0.9232
YCL040W,YJR159W,0.65
YCL040W,YIL107C,0.65
YCL040W,YMR099C,0.9
YCL040W,YLR345W,0.65
YCL040W,YGR240C,0.65
YCL040W,YKL104C,0.65
YCL040W,YBR117C,0.6
YCL040W,YLR377C,0.9
YCL043C,YML130C,0.9445
YCL043C,YDL230W,0.9
YCL043C,YPL154C,0.9
YCL043C,YBR229C,0.9667
YCL043C,YBR244W,0.9
YCL043C,YEL029C,0.9
YCL043C,YMR214W,0.661
YCL043C,YPL111W,0.9
YCL043C,YLR347C,0.9
YCL043C,YFR018C,0.9
YCL043C,YKL026C,0.9
YCL043C,YCL001W,0.618
YCL043C,YNR027W,0.9
YCL043C,YLR422W,0.9
YCL043C,YDR044W,0.633
YCL043C,YDR518W,0.9498
YCL043C,YHR204W,0.662
YCL043C,YIR037W,0.9297
YCL043C,YDR371W,0.9
YCL043C,YDR221W,0.9
YCL043C,YLR351C,0.9
YCL043C,YAL058W,0.9
YCL043C,YOR367W,0.9
YCL043C,YFL005W,0.9
YCL043C,YIL160C,0.9
YCL044C,YGR062C,0.56
YCL044C,YER154W,0.56
YCL044C,YMR115W,0.9581
YCL044C,YER017C,0.581
YCL044C,YMR091C,0.582
YCL044C,YKL133C,0.54
YCL044C,YPR024W,0.9581
YCL045C,YBR283C,0.595
YCL045C,YKL207W,0.9808
YCL045C,YIL027C,0.9324
YCL045C,YBR106W,0.605
YCL045C,YLL014W,0.9324
YCL045C,YMR022W,0.808
YCL045C,YGL231C,0.9
YCL045C,YJR088C,0.9324
YCL045C,YJR059W,0.787
YCL045C,YJL196C,0.667
YCL045C,YML051W,0.56
YCL046W,YGL115W,0.613
YCL046W,YJR093C,0.596
YCL047C,YGL067W,0.8
YCL047C,YOR025W,0.65
YCL047C,YOR209C,0.9
YCL047C,YPL015C,0.65
YCL047C,YNL129W,0.9
YCL047C,YGR010W,0.8
YCL047C,YHR074W,0.9
YCL047C,YOL068C,0.65
YCL047C,YDR191W,0.65
YCL047C,YLR328W,0.8
YCL047C,YLR436C,0.662
YCL047C,YDL042C,0.65
YCL047C,YFR047C,0.9
YCL047C,YOR155C,0.9
YCL047C,YGL224C,0.9
YCL047C,YJR049C,0.9
YCL050C,YDR457W,0.507
YCL050C,YJR010W,0.9808
YCL050C,YOL064C,0.9
YCL050C,YDR530C,0.9808
YCL050C,YGR204W,0.574
YCL050C,YEL071W,0.637
YCL050C,YPL218W,0.574
YCL050C,YJR048W,0.9
YCL050C,YEL039C,0.9
YCL050C,YLL018C,0.59
YCL050C,YHR128W,0.599
YCL050C,YBR121C,0.6
YCL050C,YDR305C,0.9
YCL050C,YLL040C,0.6
YCL050C,YLR355C,0.6
YCL050C,YKL001C,0.9
YCL051W,YNL161W,0.599
YCL051W,YDR293C,0.56
YCL051W,YOR370C,0.56
YCL052C,YJL183W,0.72
YCL052C,YOR321W,0.72
YCL052C,YBR004C,0.9211
YCL052C,YPR183W,0.8128000000000001
YCL052C,YJL091C,0.9
YCL052C,YML115C,0.72
YCL052C,YJR143C,0.72
YCL052C,YKL165C,0.9
YCL052C,YOR265W,0.541
YCL052C,YAL023C,0.72
YCL052C,YDR307W,0.54
YCL052C,YJR075W,0.72
YCL052C,YGR199W,0.54
YCL052C,YDR245W,0.72
YCL052C,YBL082C,0.8
YCL052C,YGL038C,0.54
YCL052C,YDL093W,0.72
YCL052C,YJR013W,0.8
YCL052C,YDL095W,0.72
YCL052C,YIL102C-A,0.8
YCL052C,YNL158W,0.72
YCL052C,YGL142C,0.9
YCL052C,YEL036C,0.72
YCL052C,YPL050C,0.72
YCL054W,YKR063C,0.72
YCL054W,YDR091C,0.9
YCL054W,YDL075W,0.8
YCL054W,YMR290C,0.98
YCL054W,YER126C,0.98
YCL054W,YHR088W,0.9817
YCL054W,YLR221C,0.9
YCL054W,YGL030W,0.8
YCL054W,YPL249C-A,0.8
YCL054W,YBL028C,0.98
YCL054W,YDL031W,0.9607
YCL054W,YFR001W,0.9281
YCL054W,YBL019W,0.655
YCL054W,YNR038W,0.9
YCL054W,YPL211W,0.98
YCL054W,YER006W,0.9862
YCL054W,YPR143W,0.9
YCL054W,YDR101C,0.9143
YCL054W,YDR500C,0.9
YCL054W,YLR106C,0.9
YCL054W,YNL061W,0.98
YCL054W,YPL043W,0.9
YCL054W,YFR031C-A,0.9
YCL054W,YIL018W,0.9
YCL054W,YOR294W,0.9
YCL054W,YDL082W,0.8
YCL054W,YDL213C,0.72
YCL054W,YKL006W,0.8
YCL054W,YJL177W,0.9
YCL054W,YOR046C,0.9
YCL054W,YDR087C,0.98
YCL054W,YDR496C,0.9
YCL054W,YGL135W,0.9
YCL054W,YOR206W,0.928
YCL054W,YLL034C,0.9
YCL054W,YHR066W,0.9
YCL054W,YAL059W,0.9
YCL054W,YMR049C,0.98
YCL054W,YKL009W,0.9837
YCL054W,YLR074C,0.9
YCL054W,YBR191W,0.8
YCL054W,YGL111W,0.9849
YCL054W,YHL033C,0.8
YCL054W,YOL120C,0.8
YCL054W,YDR083W,0.72
YCL054W,YDR418W,0.9
YCL054W,YHR085W,0.9
YCL054W,YBL092W,0.8
YCL054W,YER165W,0.536
YCL054W,YNL002C,0.9849
YCL054W,YHL001W,0.98
YCL054W,YIR026C,0.9
YCL054W,YAL025C,0.98
YCL054W,YKL180W,0.98
YCL054W,YGL103W,0.98
YCL054W,YGL147C,0.8
YCL054W,YLR029C,0.8
YCL054W,YNL227C,0.9
YCL054W,YHR052W,0.9837
YCL054W,YNL110C,0.9955
YCL054W,YGL078C,0.9
YCL054W,YLR325C,0.8
YCL054W,YPL093W,0.9833
YCL054W,YOR310C,0.808
YCL054W,YBL087C,0.8
YCL054W,YOR063W,0.98
YCL054W,YDR471W,0.9
YCL054W,YBR267W,0.9
YCL054W,YGL076C,0.98
YCL054W,YER036C,0.9
YCL054W,YLR009W,0.98
YCL054W,YOL127W,0.9865
YCL054W,YLR185W,0.98
YCL054W,YER002W,0.98
YCL054W,YDR060W,0.9125
YCL054W,YOL041C,0.9125
YCL054W,YBR031W,0.8
YCL054W,YMR242C,0.8
YCL054W,YNL301C,0.8
YCL054W,YPR016C,0.9816
YCL054W,YHR010W,0.8
YCL054W,YKL172W,0.9817
YCL054W,YAL035W,0.9
YCL054W,YBL027W,0.98
YCL054W,YNL224C,0.9
YCL054W,YLR061W,0.8
YCL054W,YDL136W,0.98
YCL054W,YBR084C-A,0.8
YCL054W,YPL143W,0.8
YCL054W,YGL029W,0.9
YCL054W,YLR397C,0.9
YCL054W,YKR081C,0.9698
YCL054W,YER117W,0.8
YCL054W,YML073C,0.8
YCL054W,YOR272W,0.98
YCL054W,YOL077C,0.9836
YCL054W,YLL008W,0.9
YCL054W,YOR312C,0.8
YCL054W,YMR194W,0.8
YCL054W,YDR312W,0.54
YCL054W,YLR002C,0.9817
YCL054W,YGR103W,0.985
YCL054W,YLR344W,0.8
YCL054W,YDL191W,0.98
YCL054W,YIR012W,0.9
YCL054W,YIL133C,0.837
YCL054W,YHR170W,0.9
YCL054W,YER056C-A,0.98
YCL054W,YPL226W,0.9
YCL054W,YGR218W,0.9
YCL054W,YPL169C,0.9
YCL054W,YNR053C,0.9
YCL055W,YNL288W,0.706
YCL055W,YGR040W,0.787
YCL056C,YOR193W,0.536
YCL056C,YIL065C,0.536
YCL056C,YOL147C,0.536
YCL056C,YJL185C,0.595
YCL056C,YDL157C,0.595
YCL056C,YPL112C,0.536
YCL056C,YAL056W,0.667
YCL056C,YNL131W,0.595
YCL057C-A,YMR203W,0.9
YCL057C-A,YLL001W,0.585
YCL057C-A,YOR045W,0.9
YCL057C-A,YGR235C,0.9581
YCL057C-A,YNL121C,0.9
YCL057C-A,YBR262C,0.9581
YCL057C-A,YGR082W,0.9
YCL057C-A,YJR080C,0.581
YCL057C-A,YHR083W,0.9
YCL057C-A,YPR020W,0.585
YCL057C-A,YNL070W,0.9
YCL057C-A,YNL026W,0.9291
YCL057C-A,YFR011C,0.9581
YCL057C-A,YNL100W,0.9581
YCL057C-A,YPR133W-A,0.9
YCL057C-A,YMR060C,0.9
YCL057C-A,YKR016W,0.9585
YCL057C-A,YDR322C-A,0.585
YCL057C-A,YNL131W,0.9
YCL057W,YNL307C,0.66
YCL057W,YGR012W,0.662
YCL057W,YLR003C,0.66
YCL059C,YNR054C,0.808
YCL059C,YPL266W,0.9
YCL059C,YBR048W,0.9859
YCL059C,YBR181C,0.98
YCL059C,YDL166C,0.601
YCL059C,YJL069C,0.9959
YCL059C,YGL019W,0.9808
YCL059C,YMR290C,0.9808
YCL059C,YER074W,0.8
YCL059C,YJR145C,0.9859
YCL059C,YML063W,0.9
YCL059C,YOR061W,0.9
YCL059C,YJL191W,0.9192
YCL059C,YKL099C,0.98
YCL059C,YBR247C,0.9959
YCL059C,YGL123W,0.9
YCL059C,YLR336C,0.808
YCL059C,YIL035C,0.9808
YCL059C,YER102W,0.9859
YCL059C,YLR175W,0.9808
YCL059C,YMR229C,0.985
YCL059C,YPL217C,0.9937
YCL059C,YIL127C,0.8
YCL059C,YLR186W,0.9937
YCL059C,YOR004W,0.9808
YCL059C,YLR340W,0.9282
YCL059C,YOR048C,0.9
YCL059C,YMR093W,0.9943
YCL059C,YKL156W,0.8
YCL059C,YGR251W,0.906
YCL059C,YDL153C,0.9959
YCL059C,YHR196W,0.9821
YCL059C,YHR069C,0.9
YCL059C,YOL008W,0.649
YCL059C,YLR048W,0.54
YCL059C,YMR143W,0.98
YCL059C,YML093W,0.9959
YCL059C,YNL096C,0.9
YCL059C,YGR090W,0.9959
YCL059C,YJL109C,0.9927
YCL059C,YGR128C,0.98
YCL059C,YDL213C,0.929
YCL059C,YDL083C,0.8
YCL059C,YDR450W,0.8
YCL059C,YER127W,0.96136
YCL059C,YGR095C,0.9
YCL059C,YDL208W,0.66
YCL059C,YOR287C,0.9808
YCL059C,YOR206W,0.72
YCL059C,YCL031C,0.98
YCL059C,YEL055C,0.808
YCL059C,YPR132W,0.8
YCL059C,YJL190C,0.859
YCL059C,YOR039W,0.9143
YCL059C,YMR116C,0.565
YCL059C,YMR049C,0.9
YCL059C,YMR128W,0.9653
YCL059C,YKL078W,0.9808
YCL059C,YPL090C,0.98
YCL059C,YLR222C,0.985
YCL059C,YDR083W,0.75052
YCL059C,YKR060W,0.9909
YCL059C,YPL012W,0.9282
YCL059C,YGL120C,0.915
YCL059C,YCR057C,0.9937
YCL059C,YLR129W,0.9851
YCL059C,YMR014W,0.9
YCL059C,YNL308C,0.9654
YCL059C,YLR051C,0.835
YCL059C,YIL091C,0.9
YCL059C,YDR339C,0.9959
YCL059C,YGR159C,0.9
YCL059C,YOL010W,0.98
YCL059C,YJL010C,0.9
YCL059C,YIL069C,0.8
YCL059C,YDL060W,0.9
YCL059C,YJR123W,0.9859
YCL059C,YNL110C,0.787
YCL059C,YPL081W,0.98
YCL059C,YHR065C,0.9
YCL059C,YDR280W,0.9
YCL059C,YGL171W,0.9282
YCL059C,YOR182C,0.8
YCL059C,YGR118W,0.8
YCL059C,YLR003C,0.9
YCL059C,YLR197W,0.9937
YCL059C,YGL078C,0.662
YCL059C,YOR096W,0.9859
YCL059C,YLR167W,0.8
YCL059C,YPR144C,0.9959
YCL059C,YDR064W,0.9859
YCL059C,YDR299W,0.9565
YCL059C,YDR449C,0.9959
YCL059C,YOR078W,0.9943
YCL059C,YOR310C,0.9928
YCL059C,YHR169W,0.9
YCL059C,YFL002C,0.9118
YCL059C,YCR031C,0.9908
YCL059C,YJL033W,0.72
YCL059C,YDR457W,0.56
YCL059C,YNL178W,0.9324
YCL059C,YOL142W,0.9
YCL059C,YGR214W,0.9324
YCL059C,YOR369C,0.8
YCL059C,YPL126W,0.9937
YCL059C,YOR229W,0.605
YCL059C,YJR002W,0.9943
YCL059C,YDR060W,0.77908
YCL059C,YNL075W,0.98
YCL059C,YDR174W,0.9
YCL059C,YPL178W,0.655
YCL059C,YDR398W,0.982
YCL059C,YGR145W,0.9937
YCL059C,YBR031W,0.781
YCL059C,YOR167C,0.8
YCL059C,YDL014W,0.9959
YCL059C,YLR287C-A,0.8
YCL059C,YBL072C,0.985
YCL059C,YJL050W,0.9
YCL059C,YEL026W,0.9821
YCL059C,YDR025W,0.9859
YCL059C,YNL224C,0.9808
YCL059C,YHR148W,0.9954
YCL059C,YDR324C,0.9959
YCL059C,YER082C,0.9942
YCL059C,YDL148C,0.9937
YCL059C,YML026C,0.8
YCL059C,YBR189W,0.9
YCL059C,YBL004W,0.9565
YCL059C,YIL019W,0.884
YCL059C,YOR272W,0.9
YCL059C,YPR137W,0.9937
YCL059C,YHR203C,0.9954
YCL059C,YGR103W,0.9
YCL059C,YLR409C,0.9909
YCL059C,YOR001W,0.9057000000000001
YCL059C,YPR112C,0.9291
YCL059C,YGR195W,0.9
YCL059C,YLL011W,0.9942
YCL059C,YGR081C,0.9808
YCL059C,YOR145C,0.98
YCL059C,YNL232W,0.9
YCL059C,YNL132W,0.9909
YCL059C,YLR441C,0.9859
YCL061C,YMR048W,0.9647
YCL061C,YDR499W,0.8
YCL061C,YNL273W,0.9581
YCL061C,YBL088C,0.581
YCL061C,YJL092W,0.656
YCL061C,YNL201C,0.581
YCL061C,YMR284W,0.581
YCL061C,YPR135W,0.966
YCL061C,YBR010W,0.9
YCL061C,YNL262W,0.581
YCL061C,YPR175W,0.581
YCL061C,YGL207W,0.9284
YCL061C,YDL220C,0.581
YCL061C,YLR113W,0.581
YCL061C,YDR275W,0.592
YCL061C,YPL194W,0.645
YCL061C,YOL146W,0.9
YCL061C,YOL006C,0.9
YCL061C,YBL002W,0.9
YCL061C,YML069W,0.9
YCL061C,YNL030W,0.956
YCL061C,YLR103C,0.966
YCL061C,YDR225W,0.9305
YCL061C,YLR274W,0.9808
YCL061C,YDR217C,0.581
YCL061C,YBR009C,0.9
YCL061C,YIL150C,0.9143
YCL061C,YGL201C,0.9808
YCL061C,YAL021C,0.56
YCL061C,YBR136W,0.8592000000000001
YCL061C,YER070W,0.581
YCL061C,YMR190C,0.581
YCL061C,YML058W,0.585
YCL061C,YEL032W,0.9808
YCL061C,YDR489W,0.9324
YCL061C,YDR224C,0.9297
YCL061C,YBR202W,0.9808
YCL061C,YDL164C,0.581
YCL061C,YNL031C,0.9113
YCL061C,YDL042C,0.581
YCL061C,YDR013W,0.9218
YCL061C,YOR368W,0.56
YCL061C,YAR002W,0.585
YCL061C,YNR052C,0.56
YCL061C,YIL156W,0.585
YCL061C,YER173W,0.613
YCL061C,YPR019W,0.9808
YCL061C,YDL017W,0.581
YCL061C,YJL072C,0.9269000000000001
YCL061C,YBL023C,0.9808
YCL061C,YPL153C,0.917
YCL061C,YBL003C,0.9305
YCL063W,YJR066W,0.56
YCL063W,YGL095C,0.56
YCL063W,YOR326W,0.88268
YCL063W,YAL056W,0.652
YCL063W,YEL013W,0.8768
YCL063W,YOR036W,0.56
YCL063W,YHR205W,0.56
YCL064C,YDR062W,0.8
YCL064C,YMR108W,0.9
YCL064C,YJR130C,0.8
YCL064C,YJR148W,0.8
YCL064C,YPL280W,0.8
YCL064C,YER043C,0.8
YCL064C,YGR155W,0.9
YCL064C,YBR263W,0.9
YCL064C,YLR058C,0.9
YCL064C,YJR139C,0.8
YCL064C,YFR055W,0.8
YCL064C,YCL018W,0.9
YCL064C,YPL273W,0.8
YCL064C,YFL030W,0.9
YCL064C,YGL184C,0.8
YCL064C,YCL009C,0.9
YCL064C,YMR296C,0.8
YCL064C,YAL012W,0.8
YCL064C,YML082W,0.8
YCL064C,YGL196W,0.9
YCL064C,YDR533C,0.8
YCL064C,YER086W,0.8
YCL064C,YER026C,0.9
YCL064C,YER091C,0.8
YCL064C,YMR322C,0.8
YCL064C,YML004C,0.8
YCL064C,YCR053W,0.9058
YCL064C,YOL151W,0.8
YCL064C,YGL026C,0.9
YCL064C,YOR391C,0.8
YCL064C,YLL062C,0.8
YCL064C,YHR208W,0.8
YCL064C,YLL058W,0.8
YCL064C,YGR208W,0.9
YCL064C,YHR025W,0.8
YCL064C,YEL046C,0.9
YCL066W,YHR084W,0.808
YCL067C,YCR039C,0.8
YCL067C,YCR096C,0.8
YCL067C,YCR097W,0.895
YCL067C,YMR043W,0.884
YCL069W,YHR028C,0.647
YCL073C,YDR288W,0.585
YCR002C,YDR379W,0.536
YCR002C,YDL149W,0.536
YCR002C,YGR040W,0.9314
YCR002C,YDL225W,0.808
YCR002C,YJR092W,0.808
YCR002C,YHR107C,0.9808
YCR002C,YGR059W,0.9581
YCR002C,YPL115C,0.536
YCR002C,YBL016W,0.9218
YCR002C,YGL158W,0.9198
YCR002C,YCR030C,0.536
YCR002C,YLR248W,0.9
YCR002C,YDR218C,0.9
YCR002C,YBR148W,0.9
YCR002C,YBL078C,0.536
YCR002C,YCL024W,0.599
YCR002C,YNL166C,0.56
YCR002C,YDR507C,0.599
YCR002C,YLR025W,0.581
YCR002C,YLR314C,0.9808
YCR002C,YNL233W,0.808
YCR002C,YCL014W,0.599
YCR002C,YJR076C,0.9808
YCR002C,YDR168W,0.656
YCR003W,YBR122C,0.8
YCR003W,YOR150W,0.8
YCR003W,YHL004W,0.8
YCR003W,YJR101W,0.8
YCR003W,YDR175C,0.8
YCR003W,YPL173W,0.8
